Date_ter,iyear,imonth,iday,country_txt,provstate,latitude,longitude,attacktype1_txt
1/1/1970,1970,1,1,United States,Illinois,37.005105,-89.176269,Armed Assault
1/2/1970,1970,1,2,United States,California,37.791927,-122.225906,Bombing/Explosion
1/2/1970,1970,1,2,United States,Wisconsin,43.076592,-89.412488,Facility/Infrastructure Attack
1/3/1970,1970,1,3,United States,Wisconsin,43.07295,-89.386694,Facility/Infrastructure Attack
1/1/1970,1970,1,1,United States,Wisconsin,43.4685,-89.744299,Bombing/Explosion
1/6/1970,1970,1,6,United States,Colorado,39.758968,-104.876305,Facility/Infrastructure Attack
1/9/1970,1970,1,9,United States,Michigan,42.331685,-83.047924,Facility/Infrastructure Attack
1/12/1970,1970,1,12,United States,New York,40.697132,-73.931351,Bombing/Explosion
1/13/1970,1970,1,13,United States,Washington,47.610786,-122.331306,Facility/Infrastructure Attack
1/14/1970,1970,1,14,United States,Illinois,40.116748,-88.23927,Facility/Infrastructure Attack
1/19/1970,1970,1,19,United States,Washington,47.610786,-122.331306,Bombing/Explosion
1/19/1970,1970,1,19,United States,Washington,47.610786,-122.331306,Bombing/Explosion
1/19/1970,1970,1,19,United States,New Jersey,40.717892,-74.067467,Facility/Infrastructure Attack
1/22/1970,1970,1,22,United States,Nebraska,42.47031,-96.413949,Bombing/Explosion
1/25/1970,1970,1,25,United States,Mississippi,33.60651,-88.650419,Facility/Infrastructure Attack
1/25/1970,1970,1,25,United States,New York,40.697132,-73.931351,Armed Assault
1/26/1970,1970,1,26,United States,Mississippi,33.60651,-88.650419,Bombing/Explosion
1/26/1970,1970,1,26,United States,New York,40.697132,-73.931351,Armed Assault
1/27/1970,1970,1,27,United States,Ohio,41.241996,-82.615241,Facility/Infrastructure Attack
1/28/1970,1970,1,28,United States,Washington,47.610786,-122.331306,Bombing/Explosion
1/30/1970,1970,1,30,United States,Nebraska,42.479999,-96.413046,Bombing/Explosion
1/30/1970,1970,1,30,United States,Nebraska,42.46634,-96.41405,Bombing/Explosion
1/30/1970,1970,1,30,United States,Florida,25.720851,-80.277857,Facility/Infrastructure Attack
1/31/1970,1970,1,31,United States,Colorado,39.758968,-104.876305,Bombing/Explosion
2/1/1970,1970,2,1,United States,Oregon,45.511795,-122.675629,Facility/Infrastructure Attack
2/1/1970,1970,2,1,United States,Illinois,37.005105,-89.176269,Armed Assault
2/2/1970,1970,2,2,United States,New York,40.697132,-73.931351,Facility/Infrastructure Attack
2/3/1970,1970,2,3,United States,New York,40.697132,-73.931351,Facility/Infrastructure Attack
2/3/1970,1970,2,3,United States,New York,40.697132,-73.931351,Facility/Infrastructure Attack
2/4/1970,1970,2,4,United States,Ohio,41.084195,-81.514059,Bombing/Explosion
2/6/1970,1970,2,6,United States,Colorado,39.758968,-104.876305,Bombing/Explosion
2/6/1970,1970,2,6,United States,Washington,47.610786,-122.331306,Bombing/Explosion
2/6/1970,1970,2,6,United States,Washington,47.610786,-122.331306,Bombing/Explosion
2/6/1970,1970,2,6,United States,Massachusetts,42.3505,-71.105399,Facility/Infrastructure Attack
2/7/1970,1970,2,7,United States,Wisconsin,42.838355,-88.743224,Facility/Infrastructure Attack
2/8/1970,1970,2,8,United States,New York,40.697132,-73.931351,Bombing/Explosion
2/8/1970,1970,2,8,United States,New York,40.697132,-73.931351,Bombing/Explosion
2/9/1970,1970,2,9,United States,New York,40.697132,-73.931351,Bombing/Explosion
2/9/1970,1970,2,9,United States,Ohio,39.07859,-84.179414,Bombing/Explosion
2/11/1970,1970,2,11,United States,Michigan,42.263414,-83.665281,Facility/Infrastructure Attack
2/13/1970,1970,2,13,United States,California,37.874043,-122.280022,Bombing/Explosion
2/13/1970,1970,2,13,United States,California,37.874043,-122.280022,Bombing/Explosion
2/15/1970,1970,2,15,United States,New York,40.697132,-73.931351,Bombing/Explosion
2/15/1970,1970,2,15,United States,Oregon,44.04483,-123.072606,Facility/Infrastructure Attack
2/16/1970,1970,2,16,United States,California,37.755363,-122.443352,Bombing/Explosion
2/16/1970,1970,2,16,United States,California,37.874043,-122.280022,Bombing/Explosion
2/16/1970,1970,2,16,United States,California,37.874043,-122.280022,Bombing/Explosion
2/16/1970,1970,2,16,United States,California,37.755363,-122.443352,Armed Assault
2/17/1970,1970,2,17,United States,California,37.791927,-122.225906,Bombing/Explosion
2/17/1970,1970,2,17,United States,Maryland,39.334825,-77.431653,Bombing/Explosion
2/17/1970,1970,2,17,United States,Louisiana,30.493919,-90.132512,Bombing/Explosion
2/17/1970,1970,2,17,United States,Washington,47.610786,-122.331306,Bombing/Explosion
2/18/1970,1970,2,18,United States,Ohio,41.479561,-81.675461,Bombing/Explosion
2/18/1970,1970,2,18,United States,California,38.10083,-122.254954,Bombing/Explosion
2/20/1970,1970,2,20,United States,Connecticut,41.763325,-72.674069,Facility/Infrastructure Attack
2/20/1970,1970,2,20,United States,New York,40.697132,-73.931351,Facility/Infrastructure Attack
2/20/1970,1970,2,20,United States,Washington,47.610786,-122.331306,Bombing/Explosion
2/21/1970,1970,2,21,United States,New York,40.697132,-73.931351,Facility/Infrastructure Attack
2/21/1970,1970,2,21,United States,New York,40.697132,-73.931351,Facility/Infrastructure Attack
2/21/1970,1970,2,21,United States,New York,40.697132,-73.931351,Bombing/Explosion
2/21/1970,1970,2,21,United States,Colorado,39.758968,-104.876305,Facility/Infrastructure Attack
2/22/1970,1970,2,22,United States,New York,42.455233,-76.475847,Facility/Infrastructure Attack
2/22/1970,1970,2,22,United States,Wisconsin,43.287052,-89.724361,Bombing/Explosion
2/23/1970,1970,2,23,United States,Nebraska,42.47031,-96.413949,Bombing/Explosion
2/23/1970,1970,2,23,United States,Nebraska,42.47031,-96.413949,Bombing/Explosion
2/23/1970,1970,2,23,United States,Nebraska,42.47031,-96.413949,Bombing/Explosion
2/23/1970,1970,2,23,United States,Nebraska,42.47031,-96.413949,Bombing/Explosion
2/23/1970,1970,2,23,United States,Arizona,32.222232,-110.925752,Bombing/Explosion
2/24/1970,1970,2,24,United States,Colorado,39.758968,-104.876305,Bombing/Explosion
2/24/1970,1970,2,24,United States,Illinois,40.101952,-88.227161,Facility/Infrastructure Attack
2/27/1970,1970,2,27,United States,Colorado,40.007581,-105.265942,Bombing/Explosion
3/1/1970,1970,3,1,United States,Colorado,40.007581,-105.265942,Bombing/Explosion
3/1/1970,1970,3,1,United States,Colorado,38.864281,-104.778412,Facility/Infrastructure Attack
3/1/1970,1970,3,1,United States,Colorado,40.007581,-105.265942,Facility/Infrastructure Attack
3/1/1970,1970,3,1,United States,Colorado,40.014986,-105.270546,Bombing/Explosion
3/2/1970,1970,3,2,United States,Ohio,41.479561,-81.675461,Facility/Infrastructure Attack
3/3/1970,1970,3,3,United States,Colorado,39.758968,-104.876305,Bombing/Explosion
3/3/1970,1970,3,3,United States,Washington,47.610786,-122.331306,Bombing/Explosion
3/4/1970,1970,3,4,United States,California,37.791927,-122.225906,Bombing/Explosion
3/4/1970,1970,3,4,United States,California,38.019304,-122.134062,Bombing/Explosion
3/4/1970,1970,3,4,United States,Colorado,39.758968,-104.876305,Bombing/Explosion
3/5/1970,1970,3,5,United States,Washington,47.610786,-122.331306,Bombing/Explosion
3/5/1970,1970,3,5,United States,Colorado,39.758968,-104.876305,Bombing/Explosion
3/6/1970,1970,3,6,United States,Michigan,42.331685,-83.047924,Bombing/Explosion
3/6/1970,1970,3,6,United States,Michigan,42.331685,-83.047924,Bombing/Explosion
3/9/1970,1970,3,9,United States,California,37.874043,-122.280022,Facility/Infrastructure Attack
3/9/1970,1970,3,9,United States,Alabama,33.83651,-86.254749,Facility/Infrastructure Attack
3/9/1970,1970,3,9,United States,Connecticut,41.18188,-73.191269,Facility/Infrastructure Attack
3/9/1970,1970,3,9,United States,New Mexico,35.084319,-106.619781,Bombing/Explosion
3/9/1970,1970,3,9,United States,Maryland,39.53894,-76.348479,Bombing/Explosion
3/10/1970,1970,3,10,United States,Maryland,38.563122,-76.078063,Bombing/Explosion
3/10/1970,1970,3,10,United States,California,37.755363,-122.443352,Facility/Infrastructure Attack
3/11/1970,1970,3,11,United States,Illinois,40.102408,-88.227159,Facility/Infrastructure Attack
3/12/1970,1970,3,12,United States,New York,40.697132,-73.931351,Bombing/Explosion
3/12/1970,1970,3,12,United States,New York,40.697132,-73.931351,Bombing/Explosion
3/12/1970,1970,3,12,United States,Illinois,41.842602,-87.681229,Bombing/Explosion
3/12/1970,1970,3,12,United States,Illinois,41.842602,-87.681229,Bombing/Explosion
3/12/1970,1970,3,12,United States,New York,40.697132,-73.931351,Bombing/Explosion
3/13/1970,1970,3,13,United States,Wisconsin,44.260288,-88.397455,Facility/Infrastructure Attack
3/13/1970,1970,3,13,United States,Wisconsin,44.268598,-88.42844,Facility/Infrastructure Attack
3/14/1970,1970,3,14,United States,New York,40.697132,-73.931351,Bombing/Explosion
3/14/1970,1970,3,14,United States,California,33.766725,-118.192399,Hijacking
3/15/1970,1970,3,15,United States,Montana,45.783975,-108.505794,Bombing/Explosion
3/16/1970,1970,3,16,United States,California,34.105245,-117.294124,Facility/Infrastructure Attack
3/17/1970,1970,3,17,United States,California,34.097866,-118.407379,Bombing/Explosion
3/18/1970,1970,3,18,United States,Ohio,39.226835,-84.453309,Bombing/Explosion
3/20/1970,1970,3,20,United States,Oregon,45.511795,-122.675629,Bombing/Explosion
3/20/1970,1970,3,20,United States,Michigan,42.331685,-83.047924,Assassination
3/21/1970,1970,3,21,United States,District of Columbia,38.908642,-77.015381,Bombing/Explosion
3/21/1970,1970,3,21,United States,New York,40.697132,-73.931351,Facility/Infrastructure Attack
3/21/1970,1970,3,21,United States,New York,40.697132,-73.931351,Facility/Infrastructure Attack
3/22/1970,1970,3,22,United States,New York,40.697132,-73.931351,Bombing/Explosion
3/22/1970,1970,3,22,United States,New York,40.697132,-73.931351,Bombing/Explosion
3/22/1970,1970,3,22,United States,New York,40.697132,-73.931351,Bombing/Explosion
3/23/1970,1970,3,23,United States,Florida,28.538235,-81.377389,Bombing/Explosion
3/24/1970,1970,3,24,United States,New York,40.697132,-73.931351,Bombing/Explosion
3/24/1970,1970,3,24,United States,Ohio,41.479561,-81.675461,Bombing/Explosion
3/24/1970,1970,3,24,United States,California,37.93781,-122.342709,Bombing/Explosion
3/27/1970,1970,3,27,United States,California,37.755363,-122.443352,Bombing/Explosion
3/30/1970,1970,3,30,United States,Illinois,40.85122,-90.864369,Facility/Infrastructure Attack
3/30/1970,1970,3,30,United States,Georgia,32.3575,-84.95623,Facility/Infrastructure Attack
3/31/1970,1970,3,31,United States,District of Columbia,38.908642,-77.015381,Bombing/Explosion
3/31/1970,1970,3,31,United States,Washington,47.610786,-122.331306,Bombing/Explosion
4/1/1970,1970,4,1,United States,Michigan,42.7375,-84.483779,Bombing/Explosion
4/1/1970,1970,4,1,United States,New York,42.455233,-76.475847,Facility/Infrastructure Attack
4/1/1970,1970,4,1,United States,Texas,29.813822,-95.365295,Facility/Infrastructure Attack
4/2/1970,1970,4,2,United States,New York,40.697132,-73.931351,Bombing/Explosion
4/4/1970,1970,4,4,United States,New York,40.697132,-73.931351,Bombing/Explosion
4/4/1970,1970,4,4,United States,New York,40.697132,-73.931351,Bombing/Explosion
4/4/1970,1970,4,4,United States,Washington,46.731958,-117.162603,Facility/Infrastructure Attack
4/5/1970,1970,4,5,United States,California,35.76625,-117.370674,Bombing/Explosion
4/5/1970,1970,4,5,United States,California,35.76625,-117.370674,Facility/Infrastructure Attack
4/5/1970,1970,4,5,United States,New York,40.697132,-73.931351,Bombing/Explosion
4/5/1970,1970,4,5,United States,Texas,29.813822,-95.365295,Facility/Infrastructure Attack
4/8/1970,1970,4,8,United States,Kansas,38.973065,-95.236534,Bombing/Explosion
4/8/1970,1970,4,8,United States,Kansas,37.023676,-94.735504,Bombing/Explosion
4/8/1970,1970,4,8,United States,California,34.097866,-118.407379,Facility/Infrastructure Attack
4/9/1970,1970,4,9,United States,Illinois,38.624421,-90.150603,Bombing/Explosion
4/11/1970,1970,4,11,United States,California,32.715695,-117.161719,Bombing/Explosion
4/11/1970,1970,4,11,United States,New York,42.455233,-76.475847,Facility/Infrastructure Attack
4/11/1970,1970,4,11,United States,Texas,28.949564,-95.344371,Facility/Infrastructure Attack
4/13/1970,1970,4,13,United States,California,37.874043,-122.280022,Bombing/Explosion
4/13/1970,1970,4,13,United States,Missouri,39.176086,-94.574127,Bombing/Explosion
4/13/1970,1970,4,13,United States,Missouri,39.176086,-94.574127,Bombing/Explosion
4/13/1970,1970,4,13,United States,Missouri,39.176086,-94.574127,Bombing/Explosion
4/14/1970,1970,4,14,United States,California,35.76625,-117.370674,Bombing/Explosion
4/14/1970,1970,4,14,United States,California,33.783824,-118.11409,Bombing/Explosion
4/14/1970,1970,4,14,United States,California,34.097866,-118.407379,Bombing/Explosion
4/15/1970,1970,4,15,United States,California,34.097866,-118.407379,Facility/Infrastructure Attack
4/15/1970,1970,4,15,United States,California,34.097866,-118.407379,Facility/Infrastructure Attack
4/15/1970,1970,4,15,United States,California,34.097866,-118.407379,Facility/Infrastructure Attack
4/16/1970,1970,4,16,United States,Missouri,39.176086,-94.574127,Bombing/Explosion
4/16/1970,1970,4,16,United States,Missouri,39.176086,-94.574127,Bombing/Explosion
4/16/1970,1970,4,16,United States,Missouri,39.176086,-94.574127,Bombing/Explosion
4/16/1970,1970,4,16,United States,California,35.76625,-117.370674,Bombing/Explosion
4/17/1970,1970,4,17,United States,California,37.791927,-122.225906,Armed Assault
4/19/1970,1970,4,19,United States,Washington,47.610786,-122.331306,Bombing/Explosion
4/19/1970,1970,4,19,United States,Washington,47.610786,-122.331306,Bombing/Explosion
4/19/1970,1970,4,19,United States,Washington,47.610786,-122.331306,Bombing/Explosion
4/19/1970,1970,4,19,United States,Washington,47.610786,-122.331306,Bombing/Explosion
4/19/1970,1970,4,19,United States,New York,40.697132,-73.931351,Bombing/Explosion
4/20/1970,1970,4,20,United States,Kansas,38.954344,-95.255796,Facility/Infrastructure Attack
4/21/1970,1970,4,21,United States,California,34.097866,-118.407379,Facility/Infrastructure Attack
4/22/1970,1970,4,22,United States,California,35.76625,-117.370674,Bombing/Explosion
4/22/1970,1970,4,22,United States,California,37.874043,-122.280022,Facility/Infrastructure Attack
4/22/1970,1970,4,22,United States,California,37.874043,-122.280022,Facility/Infrastructure Attack
4/22/1970,1970,4,22,United States,Wisconsin,43.064388,-87.966202,Facility/Infrastructure Attack
4/22/1970,1970,4,22,United States,Illinois,40.102408,-88.227159,Facility/Infrastructure Attack
4/22/1970,1970,4,22,United States,California,34.062685,-117.163181,Facility/Infrastructure Attack
4/24/1970,1970,4,24,United States,California,37.424305,-122.143913,Facility/Infrastructure Attack
4/24/1970,1970,4,24,United States,Maryland,39.308342,-76.616104,Armed Assault
4/24/1970,1970,4,24,United States,New York,40.697132,-73.931351,Bombing/Explosion
4/24/1970,1970,4,24,United States,New York,40.697132,-73.931351,Assassination
4/25/1970,1970,4,25,United States,Pennsylvania,40.008171,-75.13549,Facility/Infrastructure Attack
4/25/1970,1970,4,25,United States,Michigan,42.7375,-84.483779,Bombing/Explosion
4/25/1970,1970,4,25,United States,Michigan,42.7375,-84.483779,Bombing/Explosion
4/25/1970,1970,4,25,United States,Michigan,42.7375,-84.483779,Bombing/Explosion
4/26/1970,1970,4,26,United States,Louisiana,30.443335,-91.186994,Bombing/Explosion
4/26/1970,1970,4,26,United States,Louisiana,30.443335,-91.186994,Bombing/Explosion
4/26/1970,1970,4,26,United States,Minnesota,45.031807,-93.336547,Bombing/Explosion
4/27/1970,1970,4,27,United States,Iowa,41.657825,-91.526534,Bombing/Explosion
4/27/1970,1970,4,27,United States,Connecticut,41.312065,-72.928288,Facility/Infrastructure Attack
4/27/1970,1970,4,27,United States,Illinois,42.056459,-87.675267,Facility/Infrastructure Attack
4/27/1970,1970,4,27,United States,California,33.882923,-117.929104,Bombing/Explosion
4/27/1970,1970,4,27,United States,Iowa,42.025345,-93.620199,Facility/Infrastructure Attack
4/27/1970,1970,4,27,United States,Missouri,38.788097,-90.497479,Bombing/Explosion
4/29/1970,1970,4,29,United States,New York,40.697132,-73.931351,Bombing/Explosion
4/30/1970,1970,4,30,United States,Louisiana,30.443335,-91.186994,Bombing/Explosion
4/30/1970,1970,5,0,United States,Massachusetts,42.290156,-71.04897,Facility/Infrastructure Attack
5/1/1970,1970,5,1,United States,New York,40.697132,-73.931351,Facility/Infrastructure Attack
5/1/1970,1970,5,1,United States,Indiana,39.640397,-86.861622,Bombing/Explosion
5/1/1970,1970,5,1,United States,Connecticut,41.316324,-72.922343,Bombing/Explosion
5/1/1970,1970,5,1,United States,New York,40.697132,-73.931351,Bombing/Explosion
5/1/1970,1970,5,1,United States,New York,40.697132,-73.931351,Bombing/Explosion
5/1/1970,1970,5,1,United States,Illinois,40.1142,-88.243499,Facility/Infrastructure Attack
5/1/1970,1970,5,1,United States,Illinois,40.1142,-88.243499,Facility/Infrastructure Attack
5/4/1970,1970,5,4,United States,Maryland,39.645039,-79.183128,Facility/Infrastructure Attack
5/4/1970,1970,5,4,United States,North Carolina,35.904912,-79.046913,Bombing/Explosion
5/4/1970,1970,5,4,United States,Oklahoma,35.22076,-97.446599,Facility/Infrastructure Attack
5/4/1970,1970,5,4,United States,Missouri,40.347457,-94.872909,Facility/Infrastructure Attack
5/5/1970,1970,5,5,United States,Idaho,46.404973,-117.009341,Facility/Infrastructure Attack
5/5/1970,1970,5,5,United States,Florida,25.720851,-80.277857,Bombing/Explosion
5/5/1970,1970,5,5,United States,Florida,28.538235,-81.377389,Facility/Infrastructure Attack
5/5/1970,1970,5,5,United States,New York,40.697132,-73.931351,Bombing/Explosion
5/6/1970,1970,5,6,United States,California,37.791927,-122.225906,Facility/Infrastructure Attack
5/6/1970,1970,5,6,United States,Washington,46.143582,-122.925645,Bombing/Explosion
5/6/1970,1970,5,6,United States,Pennsylvania,40.336585,-75.927843,Facility/Infrastructure Attack
5/6/1970,1970,5,6,United States,Oregon,45.511795,-122.675629,Facility/Infrastructure Attack
5/6/1970,1970,5,6,United States,California,33.73787,-118.284664,Facility/Infrastructure Attack
5/6/1970,1970,5,6,United States,Oregon,45.511795,-122.675629,Facility/Infrastructure Attack
5/6/1970,1970,5,6,United States,Massachusetts,42.301631,-71.067605,Facility/Infrastructure Attack
5/7/1970,1970,5,7,United States,New York,40.697132,-73.931351,Bombing/Explosion
5/8/1970,1970,5,8,United States,Connecticut,41.356445,-72.096469,Facility/Infrastructure Attack
5/9/1970,1970,5,9,United States,New York,40.818985,-73.595724,Facility/Infrastructure Attack
5/9/1970,1970,5,9,United States,California,34.097866,-118.407379,Bombing/Explosion
5/9/1970,1970,5,9,United States,California,38.551295,-121.471066,Armed Assault
5/10/1970,1970,5,10,United States,District of Columbia,38.908642,-77.015381,Bombing/Explosion
5/12/1970,1970,5,12,United States,Texas,29.813822,-95.365295,Bombing/Explosion
5/12/1970,1970,5,12,United States,Michigan,42.331685,-83.047924,Facility/Infrastructure Attack
5/13/1970,1970,5,13,United States,Iowa,41.579662,-93.621506,Bombing/Explosion
5/13/1970,1970,5,13,United States,Utah,40.759505,-111.888229,Bombing/Explosion
5/13/1970,1970,5,13,United States,North Carolina,36.312,-78.5882,Facility/Infrastructure Attack
5/13/1970,1970,5,13,United States,Florida,25.774591,-80.214195,Facility/Infrastructure Attack
5/14/1970,1970,5,14,United States,Massachusetts,42.45717,-71.064049,Facility/Infrastructure Attack
5/14/1970,1970,5,14,United States,New York,40.697132,-73.931351,Bombing/Explosion
5/14/1970,1970,5,14,United States,California,33.783824,-118.11409,Bombing/Explosion
5/14/1970,1970,5,14,United States,North Carolina,36.312,-78.5882,Facility/Infrastructure Attack
5/15/1970,1970,5,15,United States,Washington,47.610786,-122.331306,Bombing/Explosion
5/16/1970,1970,5,16,United States,New York,40.697132,-73.931351,Bombing/Explosion
5/19/1970,1970,5,19,United States,Missouri,38.550245,-90.332723,Facility/Infrastructure Attack
5/20/1970,1970,5,20,United States,Florida,30.588141,-84.580929,Bombing/Explosion
5/20/1970,1970,5,20,United States,Pennsylvania,40.20119,-77.189169,Facility/Infrastructure Attack
5/20/1970,1970,5,20,United States,Florida,25.774591,-80.214195,Facility/Infrastructure Attack
5/21/1970,1970,5,21,United States,California,35.76625,-117.370674,Bombing/Explosion
5/22/1970,1970,5,22,United States,New York,40.697132,-73.931351,Unarmed Assault
5/22/1970,1970,5,22,United States,Minnesota,44.946604,-93.136446,Armed Assault
5/22/1970,1970,5,22,United States,Iowa,42.025345,-93.620199,Bombing/Explosion
5/25/1970,1970,5,25,United States,North Carolina,36.312,-78.5882,Facility/Infrastructure Attack
5/26/1970,1970,5,26,United States,North Carolina,36.312,-78.5882,Facility/Infrastructure Attack
5/26/1970,1970,5,26,United States,North Carolina,36.312,-78.5882,Facility/Infrastructure Attack
5/27/1970,1970,5,27,United States,California,34.097866,-118.407379,Bombing/Explosion
5/27/1970,1970,5,27,United States,Massachusetts,42.301631,-71.067605,Facility/Infrastructure Attack
5/27/1970,1970,5,27,United States,Massachusetts,42.301631,-71.067605,Facility/Infrastructure Attack
5/28/1970,1970,5,28,United States,California,38.579065,-121.491014,Armed Assault
5/28/1970,1970,5,28,United States,Arizona,33.44826,-112.075774,Bombing/Explosion
5/28/1970,1970,5,28,United States,New York,40.697132,-73.931351,Bombing/Explosion
5/28/1970,1970,5,28,United States,California,33.882923,-117.929104,Facility/Infrastructure Attack
5/29/1970,1970,5,29,United States,California,37.791927,-122.225906,Bombing/Explosion
5/29/1970,1970,5,29,United States,California,32.715695,-117.161719,Facility/Infrastructure Attack
5/30/1970,1970,5,30,United States,New York,40.697132,-73.931351,Bombing/Explosion
6/2/1970,1970,6,2,United States,Louisiana,30.443335,-91.186994,Bombing/Explosion
4/22/1995,1995,4,22,United States,Michigan,42.511115,-83.028519,Armed Assault
1/5/1996,1996,1,5,United States,District of Columbia,38.908642,-77.015381,Armed Assault
2/23/1997,1997,2,23,United States,New York,40.697132,-73.931351,Armed Assault
12/3/1973,1973,12,3,United States,New York,40.697132,-73.931351,Bombing/Explosion
2/16/1975,1975,2,16,United States,Florida,25.774591,-80.214195,Bombing/Explosion
3/30/1975,1975,3,30,United States,Florida,25.774591,-80.214195,Bombing/Explosion
5/14/1975,1975,5,14,United States,Florida,25.774591,-80.214195,Bombing/Explosion
7/26/1975,1975,7,26,United States,Florida,25.774591,-80.214195,Bombing/Explosion
12/11/1975,1975,12,11,United States,Florida,25.774591,-80.214195,Bombing/Explosion
12/12/1975,1975,12,12,United States,Florida,25.774591,-80.214195,Bombing/Explosion
1/11/1976,1976,1,11,United States,California,33.83276,-117.915719,Bombing/Explosion
1/30/1976,1976,1,30,United States,California,37.355509,-121.954262,Bombing/Explosion
3/31/1976,1976,3,31,United States,Florida,25.774591,-80.214195,Bombing/Explosion
4/14/1976,1976,4,14,United States,California,37.755363,-122.443352,Bombing/Explosion
4/14/1976,1976,4,14,United States,Florida,25.774591,-80.214195,Bombing/Explosion
5/7/1976,1976,5,7,United States,Florida,25.774591,-80.214195,Bombing/Explosion
11/18/1979,1979,11,18,United States,New York,40.697132,-73.931351,Bombing/Explosion
9/22/1981,1981,9,22,United States,New York,42.81226,-73.941026,Bombing/Explosion
7/4/1982,1982,7,4,United States,New York,40.697132,-73.931351,Bombing/Explosion
11/15/1986,1986,11,15,United States,New York,43.006844,-75.047006,Facility/Infrastructure Attack
11/18/1971,1971,11,18,United States,Massachusetts,42.29776,-71.289744,Bombing/Explosion
11/18/1971,1971,11,18,United States,New York,40.75815,-73.327739,Bombing/Explosion
4/28/1975,1975,4,28,United States,Colorado,39.758968,-104.876305,Bombing/Explosion
6/14/1990,1990,6,14,United States,Florida,25.774591,-80.214195,Bombing/Explosion
3/24/1975,1975,3,24,United States,New York,40.697132,-73.931351,Facility/Infrastructure Attack
8/15/1977,1977,8,15,United States,California,37.755363,-122.443352,Facility/Infrastructure Attack
3/4/1978,1978,3,4,United States,California,37.755363,-122.443352,Facility/Infrastructure Attack
9/6/1994,1994,9,6,United States,California,39.14076,-121.619399,Facility/Infrastructure Attack
2/9/1995,1995,2,9,United States,California,34.274606,-119.229202,Facility/Infrastructure Attack
2/15/1995,1995,2,15,United States,California,35.28552,-120.662519,Facility/Infrastructure Attack
5/23/1996,1996,5,23,United States,Idaho,43.618518,-116.214619,Facility/Infrastructure Attack
7/7/1996,1996,7,7,United States,Idaho,43.618518,-116.214619,Facility/Infrastructure Attack
11/1/1996,1996,11,1,United States,Missouri,39.70355,-91.376109,Facility/Infrastructure Attack
5/6/1997,1997,5,6,United States,North Carolina,36.068994,-79.794704,Facility/Infrastructure Attack
7/22/1997,1997,7,22,United States,Alabama,33.210435,-87.566214,Facility/Infrastructure Attack
4/6/1979,1979,4,6,United States,California,33.793365,-118.07812,Assassination
4/6/1979,1979,4,6,United States,California,33.858448,-118.065204,Assassination
5/23/1979,1979,5,23,United States,California,34.097866,-118.407379,Bombing/Explosion
7/25/1974,1974,7,25,United States,District of Columbia,38.908642,-77.015381,Facility/Infrastructure Attack
4/3/1979,1979,4,3,United States,Massachusetts,42.358635,-71.056699,Facility/Infrastructure Attack
8/13/1976,1976,8,13,United States,District of Columbia,38.908642,-77.015381,Assassination
8/19/1976,1976,8,19,United States,District of Columbia,38.908642,-77.015381,Assassination
10/3/1977,1977,10,3,United States,California,34.097866,-118.407379,Assassination
10/6/1980,1980,10,6,United States,California,34.097866,-118.407379,Assassination
1/1/1996,1996,1,1,United States,Alabama,32.6505,-85.380649,Assassination
4/10/1973,1973,4,10,United States,New York,40.697132,-73.931351,Armed Assault
6/23/1976,1976,6,23,United States,New York,40.697132,-73.931351,Armed Assault
4/11/1977,1977,4,11,United States,California,37.389475,-122.081694,Armed Assault
5/1/1977,1977,5,1,United States,California,36.67088,-121.654819,Armed Assault
12/6/1978,1978,12,6,United States,New York,40.697132,-73.931351,Armed Assault
10/1/1980,1980,10,1,United States,California,34.097866,-118.407379,Armed Assault
9/3/1981,1981,9,3,United States,New York,40.697132,-73.931351,Armed Assault
9/4/1981,1981,9,4,United States,New York,40.697132,-73.931351,Armed Assault
11/14/1981,1981,11,14,United States,New York,40.863958,-73.630786,Armed Assault
2/21/1982,1982,2,21,United States,Florida,25.774591,-80.214195,Armed Assault
11/26/1986,1986,11,26,United States,New York,40.697132,-73.931351,Armed Assault
10/5/1994,1994,10,5,United States,Wisconsin,43.07295,-89.386694,Bombing/Explosion
11/3/1994,1994,11,3,United States,California,37.97457,-122.532474,Bombing/Explosion
3/31/1995,1995,3,31,United States,Nevada,39.164885,-119.766999,Bombing/Explosion
8/5/1995,1995,8,5,United States,Nevada,39.164885,-119.766999,Bombing/Explosion
10/13/1995,1995,10,13,United States,New York,40.697132,-73.931351,Bombing/Explosion
4/29/1996,1996,4,29,United States,Washington,47.65878,-117.426047,Bombing/Explosion
5/20/1996,1996,5,20,United States,Texas,27.53052,-99.48005,Bombing/Explosion
7/17/1996,1996,7,17,United States,New York,40.697132,-73.931351,Bombing/Explosion
7/27/1996,1996,7,27,United States,Georgia,33.764496,-84.432083,Bombing/Explosion
1/16/1997,1997,1,16,United States,Georgia,33.764496,-84.432083,Bombing/Explosion
2/21/1997,1997,2,21,United States,Georgia,33.764496,-84.432083,Bombing/Explosion
12/15/1997,1997,12,15,United States,New York,40.697132,-73.931351,Bombing/Explosion
9/14/1988,1988,9,14,United States,Virginia,37.5407,-77.433654,Hostage Taking (Barricade Incident)
9/24/1971,1971,9,24,United States,New York,40.697132,-73.931351,Facility/Infrastructure Attack
11/22/1971,1971,11,22,United States,New Jersey,39.933449,-75.106743,Facility/Infrastructure Attack
12/22/1971,1971,12,22,United States,New Jersey,39.933449,-75.106743,Facility/Infrastructure Attack
